5,6,16,6,0,13,2,28,2,27
7,2,1,17,0,13,0,17,1,19
20,32,20,33,9,2,7,0,17,1
23,27,23,29,23,29,32,8,0,10
32,30,32,29,26,33,20,32,15,32
29,26,33,32,30,32,29,32,18,32
24,31,32,20,33,15,32,8,2,9
33,28,2,32,29,32,18,32,8,33
16,6,5,6,4,6,5,6,5,0
22,33,29,32,22,33,13,2,1,3
18,33,26,29,32,18,33,8,33,20
27,24,25,31,32,8,33,8,33,20
2,3,7,0,7,0,21,0,12,0
13,0,13,33,18,32,33,32,15,33
30,1,13,33,23,33,9,33,31,32
28,31,33,15,33,30,1,21,0,2
0,6,16,5,0,10,5,0,8,0
12,0,8,32,31,25,24,25,31,28
31,0,10,0,19,1,2,8,33,18
27,23,32,15,32,15,33,28,2,32
3,2,32,31,28,2,27,24,31,33
2,1,19,1,17,1,21,0,3,0
22,33,20,32,20,33,13,0,19,33
9,33,13,2,27,2,28,31,25,23
8,32,8,0,31,28,31,0,8,33
23,33,8,32,33,31,24,25,23,25
7,0,5,6,5,6,4,10,5,16
30,32,22,32,18,33,31,32,31,24
29,33,31,32,8,33,18,32,15,32
4,0,3,12,0,8,33,18,32,8
21,0,31,32,18,32,18,32,29,33
1,17,0,6,5,6,4,10,5,10
5,0,1,7,1,13,3,13,0,19
16,5,10,4,10,5,6,16,6,0
15,33,30,1,30,33,29,33,18,32
33,28,2,0,3,1,30,33,15,33
14,32,2,8,33,32,29,23,32,23
28,2,13,3,0,7,1,3,7,0
0,19,1,2,32,18,33,22,32,23
6,16,5,0,12,3,13,2,8,2
24,31,33,27,33,29,33,15,33,13
32,29,26,29,32,33,30,33,27,23
18,32,14,32,20,33,23,27,33,31
13,0,3,12,0,19,1,21,0,5
26,29,23,29,23,33,9,2,1,3
11,0,17,0,6,0,31,28,33,32
20,33,29,33,13,0,12,0,19,0
19,33,23,25,24,31,32,14,33,32
25,23,25,24,27,24,27,33,26,33
17,1,7,1,3,13,2,0,2,0
10,0,17,1,21,0,4,6,4,6
29,26,33,29,23,32,14,33,28,33
30,33,14,32,2,1,19,33,15,32
8,2,3,2,1,17,0,2,32,22
11,0,8,32,23,32,31,32,2,3
6,16,5,6,4,10,4,6,5,16
24,27,23,25,31,28,2,3,2,7
28,2,9,33,30,1,21,1,13,3
31,33,8,2,27,33,9,2,1,0
14,32,18,33,28,33,26,33,22,33
4,6,5,10,0,10,4,6,4,10
16,5,0,12,0,21,1,21,0,11
20,32,22,33,26,33,30,33,13,2
33,22,32,22,32,30,32,31,25,23
5,6,0,19,33,30,1,7,0,2
2,3,7,1,21,1,17,1,17,0
25,24,27,2,7,2,9,2,7,1
26,29,23,29,33,14,33,9,33,26
1,3,2,7,3,0,31,33,22,33
32,14,32,22,32,8,33,13,0,6
0,7,1,30,1,21,0,1,7,2
18,32,8,32,20,33,22,33,31,24
22,33,23,29,26,29,26,33,9,33
10,4,0,12,0,4,10,0,10,0
23,25,23,33,14,32,30,33,27,2
13,3,2,28,2,32,29,33,15,33
21,0,12,3,13,1,3,12,3,2
12,0,6,16,6,5,10,0,7,1
7,1,3,0,8,33,9,33,26,29
3,12,3,13,3,12,3,1,2,3
9,33,31,33,31,25,23,25,24,27
27,33,32,8,32,33,31,24,31,25
17,0,6,16,6,4,10,0,1,7
15,32,23,29,26,33,9,2,3,1
19,0,8,2,13,1,21,1,21,0
22,33,29,32,20,33,27,24,25,23
5,0,10,4,6,4,0,8,32,29
30,1,7,0,2,9,2,13,2,7
33,27,33,27,23,29,32,31,28,33
28,2,32,8,33,13,33,32,18,33
3,12,0,13,33,23,25,23,33,32
1,30,33,19,0,7,0,31,0,4
11,0,31,32,29,33,22,33,8,32
7,1,21,1,7,0,19,1,13,2
20,33,28,2,13,0,2,13,1,13
18,33,22,33,13,3,1,0,19,0
10,4,6,0,4,6,5,10,0,13
17,0,3,13,1,17,0,17,0,17
23,32,23,32,30,32,30,33,28,31
9,2,1,2,1,2,9,33,13,33
24,27,2,32,23,27,2,32,20,33
0,13,33,9,33,29,33,31,0,1
13,33,19,33,20,32,31,0,11,0
6,16,5,16,5,6,4,6,5,10
2,0,19,33,18,32,8,33,9,2
26,33,22,32,31,25,31,28,2,7
25,24,25,24,25,31,24,25,23,29
14,33,29,32,15,33,19,0,1,19
16,5,6,16,5,10,4,6,5,0
4,0,21,1,17,1,7,2,7,1
27,33,9,2,27,23,29,33,30,32
12,3,13,1,19,0,7,2,8,32
19,33,15,32,20,32,30,1,3,13
8,33,8,33,31,28,31,0,8,33
32,18,32,18,33,31,33,27,23,29
29,26,29,32,2,9,2,32,33,30
21,0,4,6,4,10,4,6,4,6
31,25,23,29,23,25,23,25,31,32
15,32,23,27,2,3,12,0,6,5
31,33,29,33,18,32,18,32,20,33
29,26,29,23,33,22,32,30,32,8
23,32,31,33,30,32,23,29,26,29
19,0,6,16,5,6,5,10,4,10
21,1,0,13,0,7,1,19,33,9
10,0,31,25,24,27,23,29,23,32
32,15,32,2,28,33,31,0,12,3
6,5,10,0,31,32,8,0,19,0
13,1,21,0,17,1,3,1,19,1
33,32,15,32,31,33,8,32,20,33
1,2,7,2,9,2,27,2,7,0
9,2,3,7,3,7,2,27,2,0
5,16,6,4,10,4,0,11,0,8
22,32,8,2,3,13,0,8,0,3
18,32,23,25,24,27,2,1,13,2
28,33,28,2,7,1,3,13,1,2
4,6,16,6,4,6,0,1,3,0
8,33,18,33,29,33,15,32,14,32
25,23,32,29,32,31,24,31,32,2
16,6,5,10,5,6,16,6,0,5
11,0,8,33,32,8,0,5,10,0
27,24,27,23,32,29,32,18,32,8
2,28,2,7,1,19,0,10,5,16
0,7,2,0,2,0,4,10,5,10
12,0,13,33,22,33,32,33,26,33
20,33,8,0,19,1,0,12,3,2
30,33,18,33,29,33,19,33,30,32
26,29,32,31,28,31,25,24,27,33
3,1,21,0,12,0,5,10,5,6
17,0,1,7,3,7,2,7,2,27
7,0,10,4,6,0,4,0,11,0
24,27,23,33,18,33,8,32,33,31
15,32,23,33,8,33,14,32,15,32
14,33,18,33,30,32,33,15,33,18
3,12,3,0,4,0,13,1,0,6
25,31,24,25,31,24,31,28,2,28
9,2,8,2,3,1,7,3,1,30
18,33,28,2,7,2,0,21,0,13
14,32,14,32,31,28,33,13,3,7
10,5,0,7,3,0,6,4,0,11
12,0,12,0,6,16,5,16,5,0
32,33,8,33,31,25,23,27,23,33
5,6,5,6,16,5,10,4,0,19
15,32,29,33,19,1,17,0,31,32
21,1,7,3,7,3,7,0,21,0
2,27,24,25,31,24,31,28,33,32
11,0,5,10,0,1,3,7,2,32
6,4,0,7,1,13,2,0,4,0
13,0,13,3,2,13,0,7,2,7
17,1,17,0,5,10,4,0,13,33
30,32,29,32,33,30,1,21,1,3
28,33,15,32,22,32,2,9,33,30
33,22,32,22,32,22,32,18,32,23
24,31,25,23,27,2,1,7,0,1
26,33,29,26,29,26,33,14,33,20
8,0,10,5,6,16,6,16,5,16
7,3,12,3,13,3,13,0,4,6
23,32,31,32,29,23,27,33,15,32
1,17,1,0,11,0,10,4,6,16
22,32,8,0,8,32,18,33,30,32
0,4,0,21,0,7,1,17,0,10
20,32,30,1,2,0,3,7,3,13
31,25,24,27,23,27,2,28,33,18
29,33,29,26,29,26,33,27,23,27
16,5,6,5,6,16,6,5,10,0
4,6,5,0,2,28,2,9,33,32
27,33,20,32,8,0,3,12,3,12
19,33,14,33,14,32,22,32,31,25
26,29,26,29,32,18,33,31,32,29
20,33,26,33,30,32,31,25,31,25
11,0,2,27,23,25,24,27,23,27
12,0,19,0,12,0,7,2,3,13
30,33,9,33,22,33,27,2,3,13
13,33,29,23,29,23,33,30,32,22
32,8,32,14,33,9,2,32,15,32
24,25,23,27,2,32,23,27,2,3
5,6,4,10,5,16,6,0,3,0
23,33,32,14,32,33,32,33,29,23
22,33,32,2,9,33,18,32,33,30
6,5,0,3,1,21,0,10,4,10
25,31,0,17,1,3,13,1,30,32
9,2,7,0,1,2,9,33,13,3
17,1,13,2,7,2,32,23,25,24
33,18,33,18,32,30,33,9,2,8
0,3,1,17,1,19,1,13,33,23
2,32,29,23,25,24,31,25,24,27
16,6,4,6,16,5,0,17,0,4
3,1,17,1,17,0,13,33,31,25
28,31,32,15,33,32,8,32,31,32
8,2,32,18,32,8,2,0,21,0
1,7,2,27,33,28,2,13,2,13
29,26,33,23,29,26,29,33,22,33
21,0,5,16,6,0,10,0,5,10
15,32,29,32,18,32,31,25,24,25
4,0,2,9,33,30,33,22,33,29
19,0,4,6,16,6,0,31,28,33
27,24,25,24,27,23,32,23,33,29
10,4,10,4,10,0,4,0,5,10
18,32,22,32,18,33,26,33,32,31
31,32,29,23,32,14,32,15,33,29
7,3,2,8,33,19,33,9,33,29
14,33,29,23,32,20,32,18,33,15
28,33,8,33,23,33,27,23,25,24
12,0,10,4,10,0,17,1,13,0
18,33,23,25,23,27,23,27,33,9
10,0,19,0,8,33,29,32,15,33
30,1,2,0,8,0,11,0,5,10
20,32,22,32,30,32,23,32,29,26
14,33,19,1,13,2,13,2,1,17
13,33,20,33,23,29,32,23,27,24
29,23,29,23,32,14,32,33,22,32
19,33,32,18,33,18,33,14,33,29
6,5,0,19,0,3,1,19,1,19
16,5,6,16,6,5,10,0,21,1
15,32,33,31,33,29,23,33,18,33
1,30,33,26,29,32,15,32,20,32
4,10,4,10,4,6,5,0,4,10
23,32,29,33,28,31,25,31,24,27
2,27,2,1,19,33,26,29,23,25
7,1,7,2,0,31,0,4,0,3
25,24,27,2,0,31,28,31,24,25
3,2,32,18,32,33,15,32,14,33
17,1,19,1,0,5,16,6,5,10
9,33,31,33,28,2,13,33,29,32
21,0,7,2,28,2,13,0,19,1
8,33,27,33,29,26,33,13,0,10
32,18,32,31,24,25,31,25,24,31
11,0,31,24,25,24,31,32,22,32
26,33,32,31,24,27,23,33,22,33
27,24,25,24,31,32,22,32,15,33
5,10,4,0,10,4,10,0,31,28
0,13,1,2,9,2,9,2,3,13
22,33,23,29,26,29,26,29,33,32
33,15,33,28,2,8,33,13,0,17
24,25,31,24,31,25,31,0,12,0
31,33,9,2,1,30,1,7,3,12
16,5,16,5,16,5,16,5,6,16
9,2,0,2,3,1,7,3,2,9
32,2,27,2,32,15,33,28,2,9
18,32,18,32,20,33,29,32,30,33
6,5,10,5,0,6,0,13,1,13
12,3,7,2,27,23,33,18,33,31
0,1,2,1,21,0,4,0,5,0
30,1,30,33,13,33,30,32,15,33
4,6,4,10,4,6,0,6,5,16
27,33,13,33,14,33,14,32,18,33
28,2,27,24,27,33,9,33,30,1
5,6,4,0,1,3,13,2,7,2
24,25,31,32,20,32,30,1,0,6
1,17,1,21,0,12,0,4,0,13
10,5,10,4,0,31,33,29,26,33
17,1,13,1,3,0,8,2,0,12
21,0,5,0,17,0,13,1,7,3
14,33,26,29,26,29,23,25,23,32
26,29,26,33,26,29,33,28,2,13
15,33,28,33,30,1,21,0,10,0
20,33,15,32,33,23,33,13,2,1
13,3,7,3,12,0,13,3,2,1
33,8,32,14,32,29,23,33,20,33
19,33,19,1,30,33,23,27,23,29
31,28,33,8,33,22,33,18,32,2
25,31,0,10,5,6,5,10,0,4
3,7,0,3,12,0,12,3,7,2
7,0,19,1,13,33,22,33,9,33
29,32,29,23,29,23,33,14,33,19
11,0,5,16,5,0,6,5,16,5
2,1,0,11,0,2,13,33,20,32
8,33,20,33,8,0,13,33,20,32
22,32,29,23,25,24,25,24,31,33
23,25,24,31,32,15,32,8,33,27
6,0,11,0,3,12,3,2,28,33
8,2,3,13,33,9,33,31,33,15
13,3,0,17,1,30,32,18,33,29
20,33,27,33,14,32,30,1,2,28
9,2,7,0,13,3,13,2,1,21
11,0,8,0,8,2,13,2,7,2
29,32,30,32,31,24,31,24,27,24
16,6,5,10,5,0,6,16,6,5
1,19,33,26,29,23,32,8,0,19
25,24,25,23,25,31,28,2,28,31
28,31,32,29,23,29,33,8,32,20
24,31,32,30,33,13,33,18,32,33
4,10,4,6,0,3,2,28,33,8
7,0,3,0,7,1,2,0,17,1
32,22,33,32,31,24,31,32,23,33
21,0,1,17,0,5,0,19,0,2
33,19,1,3,13,1,0,17,0,3
27,2,0,21,1,13,0,11,0,17
2,7,0,1,17,0,31,25,31,0
0,10,4,0,31,24,27,23,29,23
18,33,31,0,11,0,4,0,3,2
26,29,26,29,33,30,1,7,1,3
3,0,1,3,13,0,6,4,10,0
14,33,15,33,26,33,15,32,29,33
19,0,6,0,5,16,5,16,5,10
15,33,26,29,33,9,33,13,33,20
22,32,22,32,20,32,18,33,22,32
17,1,7,2,9,2,0,5,6,4
5,16,6,0,11,0,10,0,11,0
10,4,6,5,10,4,0,4,10,0
30,1,21,0,10,4,10,4,6,0
31,28,33,9,2,7,2,13,1,30
23,25,31,0,10,0,1,30,1,0
12,3,1,7,1,3,12,0,11,0
11,0,2,13,1,30,32,23,25,31
0,3,0,19,1,0,4,0,19,0
16,6,5,10,0,10,0,21,0,10
14,33,13,2,13,1,0,3,1,0
9,33,27,2,7,1,7,0,19,33
32,30,32,31,32,29,23,33,19,0
19,0,7,1,0,4,0,6,4,0
21,0,11,0,21,1,30,1,30,1
24,31,0,10,0,2,8,0,12,3
27,24,27,33,20,32,23,32,29,33
15,33,9,33,13,3,0,6,16,6
12,3,1,2,9,33,15,32,2,0
31,0,2,8,32,2,27,2,1,21
30,33,13,1,30,32,15,32,15,32
25,23,33,32,30,32,29,23,29,32
26,33,13,33,27,33,22,33,22,33
3,2,3,1,3,0,6,0,7,0
23,33,26,33,22,32,22,32,33,31
10,5,16,5,0,19,0,11,0,10
18,33,13,0,11,0,4,0,12,0
6,5,16,5,0,12,3,12,3,13
13,1,0,8,0,8,32,18,32,18
20,32,31,24,31,24,31,24,31,33
22,33,8,0,1,13,1,2,32,2
1,17,1,13,3,13,0,7,1,2
2,28,31,28,31,32,20,33,30,1
29,26,29,23,27,2,28,33,8,33
17,0,12,3,2,9,2,1,2,8
33,22,32,14,33,22,33,30,32,29
7,3,12,3,12,0,3,1,19,33
28,2,8,0,1,0,31,24,31,0
8,33,22,33,18,32,30,33,28,31
5,16,5,16,6,5,0,3,13,33
4,0,19,33,20,33,18,33,29,32
11,0,4,10,5,10,5,10,0,3
18,32,23,25,24,27,24,31,24,31
33,20,32,20,32,30,1,3,13,2
23,29,32,2,9,33,27,23,27,2
14,32,8,32,31,24,25,24,27,33
26,29,33,19,33,8,33,9,2,13
31,24,31,0,2,27,33,15,33,32
22,32,29,32,8,2,7,1,7,0
8,33,26,29,23,25,31,32,31,33
19,33,28,33,13,0,21,1,30,1
6,5,0,2,1,7,1,3,2,3
10,5,16,5,16,6,4,6,4,10
29,23,33,32,23,29,26,33,18,33
9,33,29,32,2,1,17,0,6,4
21,0,31,24,27,2,7,3,12,3
27,23,29,23,32,23,25,31,24,31
2,28,31,28,33,13,3,0,5,16
13,33,23,29,23,32,29,23,29,32
24,25,31,28,31,32,2,27,23,25
32,20,33,30,32,14,32,20,32,2
20,33,32,29,33,31,0,5,6,5
16,5,10,5,6,5,10,0,6,4
0,2,32,14,33,30,1,2,1,13
4,10,4,6,16,6,16,6,16,5
28,33,31,33,29,32,23,32,23,33
3,13,3,13,1,13,2,32,29,23
17,1,19,0,13,0,6,16,5,16
5,10,4,10,5,16,6,16,6,4
1,21,1,7,3,2,1,17,0,8
15,33,18,33,30,32,22,33,30,1
30,1,13,2,7,0,4,10,4,6
12,0,13,0,8,0,12,3,12,3
25,31,25,24,25,24,25,24,27,24
7,1,13,2,1,3,13,3,2,13
12,0,2,7,0,13,33,30,1,7
32,29,32,20,33,15,32,14,32,18
17,0,2,28,2,13,33,8,2,7
5,16,6,5,10,0,3,12,3,13
13,2,27,24,31,28,33,19,1,21
10,4,10,5,0,21,1,30,33,22
15,33,22,32,14,32,22,33,20,32
31,33,28,33,31,0,2,1,13,1
20,32,8,2,1,2,27,2,8,33
14,33,27,33,32,22,32,18,33,22
33,9,33,18,33,18,33,13,3,7
9,33,14,33,18,32,15,32,22,33
30,1,19,1,13,3,2,8,0,17
27,24,25,31,0,31,24,25,31,33
29,23,33,27,24,25,24,25,24,27
2,28,31,28,2,3,7,0,7,0
0,3,1,30,33,31,32,30,1,19
8,33,8,32,20,33,29,32,23,27
4,10,0,21,1,0,4,6,4,0
19,0,12,3,12,3,1,7,1,13
